SentID,Sentence,Lesson
815,これは何ですか？,Lesson 2
816,このかばんはいくらですか？,Lesson 2
817,昨日、友達と映画を見ました。,Lesson 3
818,明日は学校に行きません。,Lesson 3
819,毎日コーヒーを飲みます。,Lesson 3
820,私は昨日、公園で散歩しました。,Lesson 4
821,この電車は何時に出ますか？,Lesson 4
822,週末に何をしましたか？,Lesson 4
823,このレストランの料理は美味しいです。,Lesson 5
824,彼女はとても優しい人です。,Lesson 5
825,夏休みに旅行に行きました。,Lesson 5
826,病院へ行ったほうがいいですよ。,Lesson 6
827,寒いのでコートを着たほうがいいですよ。,Lesson 6
828,毎日運動するのがいいと思います。,Lesson 6
829,この写真を見てください。,Lesson 7
830,彼はスポーツが得意です。,Lesson 7
831,昨日、新しい服を買いました。,Lesson 7
832,友達にプレゼントをもらいました。,Lesson 8
833,先生に質問をしました。,Lesson 8
834,このアニメはとても面白いです。,Lesson 8
835,朝ごはんを食べてから学校に行きました。,Lesson 9
836,彼の家は駅の近くにあります。,Lesson 9
837,学校の図書館はとても静かです。,Lesson 9
838,私はテニスをするのが好きです。,Lesson 10
839,友達とカフェで話しました。,Lesson 10
840,日本の文化に興味があります。,Lesson 10
841,試験が終わったら旅行に行きたいです。,Lesson 11
842,彼女と映画を見に行く予定です。,Lesson 11
843,アルバイトを探しています。,Lesson 11
844,風邪をひいたので、薬を飲みました。,Lesson 12
845,お茶を飲んだほうがいいですよ。,Lesson 12
846,この薬はよく効きます。,Lesson 12
847,私の名前は田中です。,Lesson 1
848,先生は日本人ですか？,Lesson 1
849,これは何ですか？,Lesson 2
850,このかばんはいくらですか？,Lesson 2
851,昨日、友達と映画を見ました。,Lesson 3
852,明日は学校に行きません。,Lesson 3
853,毎日コーヒーを飲みます。,Lesson 3
854,私は昨日、公園で散歩しました。,Lesson 4
855,この電車は何時に出ますか？,Lesson 4
856,週末に何をしましたか？,Lesson 4
857,このレストランの料理は美味しいです。,Lesson 5
858,彼女はとても優しい人です。,Lesson 5
859,夏休みに旅行に行きました。,Lesson 5
860,病院へ行ったほうがいいですよ。,Lesson 6
861,寒いのでコートを着たほうがいいですよ。,Lesson 6
862,毎日運動するのがいいと思います。,Lesson 6
863,この写真を見てください。,Lesson 7
864,彼はスポーツが得意です。,Lesson 7
865,昨日、新しい服を買いました。,Lesson 7
866,友達にプレゼントをもらいました。,Lesson 8
867,先生に質問をしました。,Lesson 8
868,このアニメはとても面白いです。,Lesson 8
869,朝ごはんを食べてから学校に行きました。,Lesson 9
870,彼の家は駅の近くにあります。,Lesson 9
871,学校の図書館はとても静かです。,Lesson 9
872,私はテニスをするのが好きです。,Lesson 10
873,友達とカフェで話しました。,Lesson 10
874,日本の文化に興味があります。,Lesson 10
875,試験が終わったら旅行に行きたいです。,Lesson 11
876,彼女と映画を見に行く予定です。,Lesson 11
877,アルバイトを探しています。,Lesson 11
878,風邪をひいたので、薬を飲みました。,Lesson 12
879,お茶を飲んだほうがいいですよ。,Lesson 12
880,この薬はよく効きます。,Lesson 12
881,私の名前は田中です。,Lesson 1
882,先生は日本人ですか？,Lesson 1
883,これは何ですか？,Lesson 2
884,このかばんはいくらですか？,Lesson 2
885,昨日、友達と映画を見ました。,Lesson 3
886,明日は学校に行きません。,Lesson 3
887,毎日コーヒーを飲みます。,Lesson 3
888,私は昨日、公園で散歩しました。,Lesson 4
889,この電車は何時に出ますか？,Lesson 4
890,週末に何をしましたか？,Lesson 4
891,このレストランの料理は美味しいです。,Lesson 5
892,彼女はとても優しい人です。,Lesson 5
893,夏休みに旅行に行きました。,Lesson 5
894,病院へ行ったほうがいいですよ。,Lesson 6
895,寒いのでコートを着たほうがいいですよ。,Lesson 6
896,毎日運動するのがいいと思います。,Lesson 6
897,この写真を見てください。,Lesson 7
898,彼はスポーツが得意です。,Lesson 7
899,昨日、新しい服を買いました。,Lesson 7
900,友達にプレゼントをもらいました。,Lesson 8
901,先生に質問をしました。,Lesson 8
902,このアニメはとても面白いです。,Lesson 8
903,朝ごはんを食べてから学校に行きました。,Lesson 9
904,彼の家は駅の近くにあります。,Lesson 9
905,学校の図書館はとても静かです。,Lesson 9
906,私はテニスをするのが好きです。,Lesson 10
907,友達とカフェで話しました。,Lesson 10
908,日本の文化に興味があります。,Lesson 10
909,試験が終わったら旅行に行きたいです。,Lesson 11
910,彼女と映画を見に行く予定です。,Lesson 11
911,アルバイトを探しています。,Lesson 11
912,風邪をひいたので、薬を飲みました。,Lesson 12
913,お茶を飲んだほうがいいですよ。,Lesson 12
914,この薬はよく効きます。,Lesson 12
915,私の名前は田中です。,Lesson 1
916,先生は日本人ですか？,Lesson 1
917,これは何ですか？,Lesson 2
918,このかばんはいくらですか？,Lesson 2
919,昨日、友達と映画を見ました。,Lesson 3
920,明日は学校に行きません。,Lesson 3
921,毎日コーヒーを飲みます。,Lesson 3
922,私は昨日、公園で散歩しました。,Lesson 4
923,この電車は何時に出ますか？,Lesson 4
924,週末に何をしましたか？,Lesson 4
925,このレストランの料理は美味しいです。,Lesson 5
926,彼女はとても優しい人です。,Lesson 5
927,夏休みに旅行に行きました。,Lesson 5
928,病院へ行ったほうがいいですよ。,Lesson 6
929,寒いのでコートを着たほうがいいですよ。,Lesson 6
930,毎日運動するのがいいと思います。,Lesson 6
931,この写真を見てください。,Lesson 7
932,彼はスポーツが得意です。,Lesson 7
933,昨日、新しい服を買いました。,Lesson 7
934,友達にプレゼントをもらいました。,Lesson 8
935,先生に質問をしました。,Lesson 8
936,このアニメはとても面白いです。,Lesson 8
937,朝ごはんを食べてから学校に行きました。,Lesson 9
938,彼の家は駅の近くにあります。,Lesson 9
939,学校の図書館はとても静かです。,Lesson 9
940,私はテニスをするのが好きです。,Lesson 10
941,友達とカフェで話しました。,Lesson 10
942,日本の文化に興味があります。,Lesson 10
943,試験が終わったら旅行に行きたいです。,Lesson 11
944,彼女と映画を見に行く予定です。,Lesson 11
945,アルバイトを探しています。,Lesson 11
946,風邪をひいたので、薬を飲みました。,Lesson 12
947,お茶を飲んだほうがいいですよ。,Lesson 12
948,この薬はよく効きます。,Lesson 12
949,私の名前は田中です。,Lesson 1
950,先生は日本人ですか？,Lesson 1
951,これは何ですか？,Lesson 2
952,このかばんはいくらですか？,Lesson 2
953,昨日、友達と映画を見ました。,Lesson 3
954,明日は学校に行きません。,Lesson 3
955,毎日コーヒーを飲みます。,Lesson 3
956,私は昨日、公園で散歩しました。,Lesson 4
957,この電車は何時に出ますか？,Lesson 4
958,週末に何をしましたか？,Lesson 4
959,このレストランの料理は美味しいです。,Lesson 5
960,彼女はとても優しい人です。,Lesson 5
961,夏休みに旅行に行きました。,Lesson 5
962,病院へ行ったほうがいいですよ。,Lesson 6
963,寒いのでコートを着たほうがいいですよ。,Lesson 6
964,毎日運動するのがいいと思います。,Lesson 6
965,この写真を見てください。,Lesson 7
966,彼はスポーツが得意です。,Lesson 7
967,昨日、新しい服を買いました。,Lesson 7
968,友達にプレゼントをもらいました。,Lesson 8
969,先生に質問をしました。,Lesson 8
970,このアニメはとても面白いです。,Lesson 8
971,朝ごはんを食べてから学校に行きました。,Lesson 9
972,彼の家は駅の近くにあります。,Lesson 9
973,学校の図書館はとても静かです。,Lesson 9
974,私はテニスをするのが好きです。,Lesson 10
975,友達とカフェで話しました。,Lesson 10
976,日本の文化に興味があります。,Lesson 10
977,試験が終わったら旅行に行きたいです。,Lesson 11
978,彼女と映画を見に行く予定です。,Lesson 11
979,アルバイトを探しています。,Lesson 11
980,風邪をひいたので、薬を飲みました。,Lesson 12
981,お茶を飲んだほうがいいですよ。,Lesson 12
982,この薬はよく効きます。,Lesson 12
983,私の名前は田中です。,Lesson 1
984,先生は日本人ですか？,Lesson 1
985,これは何ですか？,Lesson 2
986,このかばんはいくらですか？,Lesson 2
987,昨日、友達と映画を見ました。,Lesson 3
988,明日は学校に行きません。,Lesson 3
989,毎日コーヒーを飲みます。,Lesson 3
990,私は昨日、公園で散歩しました。,Lesson 4
991,この電車は何時に出ますか？,Lesson 4
992,週末に何をしましたか？,Lesson 4
993,このレストランの料理は美味しいです。,Lesson 5
994,彼女はとても優しい人です。,Lesson 5
995,夏休みに旅行に行きました。,Lesson 5
996,病院へ行ったほうがいいですよ。,Lesson 6
997,寒いのでコートを着たほうがいいですよ。,Lesson 6
998,毎日運動するのがいいと思います。,Lesson 6
999,この写真を見てください。,Lesson 7
1000,彼はスポーツが得意です。,Lesson 7
